Network Management Card AOS v3.3.4
Rack PDU APP v3.3.3

Date     	Time     	Name	Contact	Location	System IP
02/27/2024	05:22:38	RackPDU	Unknown	Unknown	10.30.250.14

		Metered Rack PDU   	   	   	   	   	   	
02/17/2024	02:34:22	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	02:24:22	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	02:14:22	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	02:04:22	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	01:54:22	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	01:44:22	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	01:34:22	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	01:24:22	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	01:14:22	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	01:04:22	2.6	1.2	2.7	1.2	2.6	1.2	
02/17/2024	00:54:22	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	00:44:22	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	00:34:22	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	00:24:22	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	00:14:22	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	00:04:22	2.6	1.2	2.6	1.2	2.6	1.2	
02/16/2024	23:54:22	2.6	1.2	2.6	1.2	2.6	1.2	
02/16/2024	23:44:22	2.6	1.2	2.6	1.2	2.6	1.2	
02/16/2024	23:34:22	2.6	1.2	2.6	1.2	2.6	1.2	
02/16/2024	23:24:22	2.6	1.2	2.6	1.2	2.6	1.2	
02/16/2024	23:14:22	2.6	1.2	2.6	1.2	2.6	1.2	
02/16/2024	23:04:22	2.6	1.2	2.6	1.2	2.6	1.2	
02/16/2024	22:54:22	2.6	1.2	2.6	1.2	2.6	1.2	
02/16/2024	22:44:22	2.6	1.2	2.6	1.2	2.6	1.2	
02/16/2024	22:34:22	2.6	1.2	2.6	1.2	2.6	1.2	
02/16/2024	22:24:22	2.6	1.2	2.6	1.2	2.6	1.2	
02/16/2024	22:14:22	2.6	1.2	2.6	1.2	2.6	1.2	
02/16/2024	22:04:22	2.6	1.2	2.6	1.2	2.6	1.2	
02/16/2024	21:54:22	2.6	1.2	2.6	1.3	2.6	1.2	
02/16/2024	21:44:22	2.6	1.2	2.6	1.2	2.6	1.2	
02/16/2024	21:34:22	2.6	1.2	2.6	1.2	2.6	1.2	
02/16/2024	21:24:22	2.6	1.2	2.6	1.3	2.6	1.2	
02/16/2024	21:14:22	2.6	1.2	2.6	1.3	2.6	1.2	
02/16/2024	21:04:22	2.6	1.2	2.6	1.2	2.6	1.2	
02/16/2024	20:54:22	2.6	1.2	2.6	1.2	2.6	1.2	
02/16/2024	20:44:22	2.6	1.2	2.6	1.2	2.6	1.2	
02/16/2024	20:34:22	2.6	1.2	2.6	1.2	2.6	1.2	
02/16/2024	20:24:22	2.6	1.2	2.6	1.2	2.6	1.2	
02/16/2024	20:14:22	2.6	1.2	2.6	1.3	2.6	1.2	
02/16/2024	20:04:22	2.6	1.2	2.6	1.2	2.6	1.2	
02/16/2024	19:54:22	2.6	1.2	2.6	1.2	2.6	1.2	
02/16/2024	19:44:22	2.6	1.2	2.6	1.2	2.6	1.2	
02/16/2024	19:34:22	2.6	1.2	2.6	1.2	2.6	1.2	
02/16/2024	19:24:22	2.6	1.2	2.6	1.3	2.6	1.2	
02/16/2024	19:14:22	2.6	1.2	2.6	1.2	2.6	1.2	
02/16/2024	19:04:22	2.6	1.2	2.6	1.2	2.6	1.2	
02/16/2024	18:54:22	2.6	1.2	2.6	1.2	2.6	1.2	
02/16/2024	18:44:22	2.6	1.2	2.6	1.2	2.6	1.2	
02/16/2024	18:34:22	2.6	1.2	2.6	1.2	2.6	1.2	
02/16/2024	18:24:22	2.6	1.2	2.7	1.2	2.6	1.2	
02/16/2024	18:14:22	2.6	1.2	2.7	1.2	2.6	1.2	
02/16/2024	18:04:22	2.6	1.2	2.7	1.2	2.6	1.2	
02/16/2024	17:54:22	2.6	1.2	2.6	1.2	2.6	1.2	
02/16/2024	17:44:22	2.6	1.2	2.7	1.2	2.6	1.2	
02/16/2024	17:34:22	2.6	1.2	2.6	1.2	2.6	1.2	
02/16/2024	17:24:22	2.6	1.2	2.6	1.2	2.6	1.2	
02/16/2024	17:14:21	2.6	1.2	2.6	1.2	2.6	1.2	
02/16/2024	17:04:21	2.6	1.2	2.6	1.2	2.6	1.2	
02/16/2024	16:54:21	2.6	1.2	2.6	1.2	2.6	1.2	
02/16/2024	16:44:21	2.6	1.2	2.6	1.2	2.6	1.2	
02/16/2024	16:34:21	2.6	1.2	2.6	1.2	2.6	1.2	
02/16/2024	16:24:21	2.6	1.2	2.6	1.2	2.6	1.2	
02/16/2024	16:14:21	2.6	1.2	2.6	1.2	2.6	1.2	
02/16/2024	16:04:21	2.6	1.2	2.6	1.2	2.6	1.2	
02/16/2024	15:54:21	2.6	1.2	2.6	1.2	2.6	1.2	
02/16/2024	15:44:21	2.6	1.2	2.6	1.2	2.6	1.2	
02/16/2024	15:34:21	2.6	1.2	2.6	1.2	2.6	1.2	
02/16/2024	15:24:21	2.6	1.2	2.6	1.2	2.6	1.2	
02/16/2024	15:14:21	2.6	1.2	2.6	1.2	2.6	1.2	
02/16/2024	15:04:21	2.6	1.2	2.6	1.2	2.6	1.2	
02/16/2024	14:54:21	2.6	1.2	2.6	1.2	2.6	1.2	
02/16/2024	14:44:21	2.6	1.2	2.6	1.2	2.6	1.2	
02/16/2024	14:34:21	2.6	1.2	2.6	1.2	2.6	1.2	
02/16/2024	14:24:21	2.6	1.2	2.6	1.2	2.6	1.2	
02/16/2024	14:14:21	2.6	1.2	2.6	1.3	2.6	1.2	
02/16/2024	14:04:21	2.6	1.2	2.6	1.2	2.6	1.2	
02/16/2024	13:54:21	2.6	1.2	2.6	1.2	2.6	1.2	
02/16/2024	13:44:21	2.6	1.2	2.7	1.2	2.6	1.2	
02/16/2024	13:34:21	2.6	1.2	2.7	1.2	2.6	1.2	
02/16/2024	13:24:21	2.6	1.2	2.6	1.3	2.6	1.2	
02/16/2024	13:14:21	2.6	1.2	2.6	1.2	2.6	1.2	
02/16/2024	13:04:21	2.6	1.2	2.6	1.2	2.6	1.2	
02/16/2024	12:54:21	2.6	1.2	2.6	1.2	2.6	1.2	
02/16/2024	12:44:21	2.6	1.2	2.6	1.2	2.6	1.2	
02/16/2024	12:34:21	2.6	1.2	2.6	1.2	2.6	1.2	
02/16/2024	12:24:21	2.6	1.2	2.7	1.2	2.6	1.2	
02/16/2024	12:14:21	2.6	1.2	2.7	1.2	2.6	1.2	
02/16/2024	12:04:21	2.6	1.2	2.7	1.2	2.6	1.2	
02/16/2024	11:54:21	2.6	1.2	2.7	1.2	2.6	1.2	
02/16/2024	11:44:21	2.6	1.2	2.7	1.2	2.6	1.2	
02/16/2024	11:34:21	2.7	1.2	2.7	1.2	2.6	1.2	
02/16/2024	11:24:21	2.6	1.2	2.7	1.2	2.6	1.2	
02/16/2024	11:14:21	2.6	1.2	2.8	1.2	2.6	1.2	
02/16/2024	11:04:21	2.7	1.2	2.7	1.2	2.6	1.2	
02/16/2024	10:54:21	2.7	1.2	2.8	1.2	2.6	1.2	
02/16/2024	10:44:21	2.7	1.2	2.7	1.2	2.7	1.2	
02/16/2024	10:34:21	2.7	1.2	2.7	1.2	2.7	1.2	
02/16/2024	10:24:21	2.7	1.2	2.8	1.2	2.7	1.2	
02/16/2024	10:14:21	2.7	1.2	2.7	1.2	2.6	1.2	
02/16/2024	10:04:21	2.7	1.2	2.8	1.2	2.7	1.2	
02/16/2024	09:54:21	2.7	1.2	2.8	1.2	2.6	1.2	
02/16/2024	09:44:21	2.7	1.2	2.8	1.2	2.6	1.2	
02/16/2024	09:34:21	2.7	1.2	2.8	1.2	2.7	1.2	
02/16/2024	09:24:21	2.7	1.2	2.7	1.2	2.7	1.2	
02/16/2024	09:14:21	2.7	1.2	2.7	1.2	2.7	1.2	
02/16/2024	09:04:21	2.7	1.2	2.8	1.2	2.6	1.2	
02/16/2024	08:54:21	2.7	1.2	2.7	1.2	2.7	1.2	
02/16/2024	08:44:21	2.7	1.2	2.8	1.2	2.7	1.2	
02/16/2024	08:34:21	2.7	1.2	2.7	1.2	2.6	1.2	
02/16/2024	08:24:21	2.7	1.2	2.8	1.2	2.6	1.2	
02/16/2024	08:14:21	2.7	1.2	2.8	1.2	2.6	1.2	
02/16/2024	08:04:21	2.7	1.2	2.7	1.2	2.7	1.2	
02/16/2024	07:54:21	2.7	1.2	2.7	1.2	2.6	1.2	
02/16/2024	07:44:21	2.7	1.2	2.8	1.2	2.6	1.2	
02/16/2024	07:34:21	2.7	1.2	2.7	1.2	2.6	1.2	
02/16/2024	07:24:21	2.7	1.2	2.8	1.2	2.7	1.2	
02/16/2024	07:14:20	2.8	1.2	2.8	1.2	2.7	1.2	
02/16/2024	07:04:20	2.7	1.2	2.7	1.2	2.6	1.2	
02/16/2024	06:54:20	2.7	1.2	2.8	1.3	2.7	1.2	
02/16/2024	06:44:20	2.7	1.2	2.7	1.2	2.7	1.2	
02/16/2024	06:34:20	2.7	1.2	2.8	1.2	2.7	1.2	
02/16/2024	06:24:20	2.7	1.2	2.7	1.2	2.7	1.2	
02/16/2024	06:14:20	2.7	1.2	2.7	1.3	2.7	1.2	
02/16/2024	06:04:20	2.7	1.2	2.8	1.2	2.7	1.2	
02/16/2024	05:54:20	2.7	1.2	2.7	1.3	2.7	1.2	
02/16/2024	05:44:20	2.7	1.2	2.8	1.3	2.6	1.2	
02/16/2024	05:34:20	2.7	1.2	2.8	1.2	2.6	1.2	
02/16/2024	05:24:20	2.7	1.2	2.8	1.2	2.7	1.2	
02/16/2024	05:14:20	2.7	1.2	2.8	1.2	2.6	1.2	
02/16/2024	05:04:20	2.7	1.2	2.7	1.2	2.6	1.2	
02/16/2024	04:54:20	2.7	1.2	2.7	1.2	2.6	1.2	
02/16/2024	04:44:20	2.7	1.2	2.8	1.2	2.6	1.2	
02/16/2024	04:34:20	2.7	1.2	2.7	1.2	2.6	1.2	
02/16/2024	04:24:20	2.6	1.2	2.7	1.2	2.6	1.2	
02/16/2024	04:14:20	2.7	1.2	2.7	1.2	2.7	1.2	
02/16/2024	04:04:20	2.7	1.2	2.7	1.2	2.6	1.2	
02/16/2024	03:54:20	2.7	1.2	2.7	1.2	2.6	1.2	
02/16/2024	03:44:20	2.7	1.2	2.8	1.2	2.7	1.2	
02/16/2024	03:34:20	2.7	1.2	2.7	1.2	2.6	1.2	
02/16/2024	03:24:20	2.7	1.2	2.8	1.2	2.6	1.2	
02/16/2024	03:14:20	2.7	1.2	2.7	1.2	2.6	1.2	
02/16/2024	03:04:20	2.7	1.2	2.7	1.2	2.6	1.2	
02/16/2024	02:54:20	2.7	1.2	2.7	1.2	2.6	1.2	
02/16/2024	02:44:20	2.6	1.2	2.7	1.2	2.6	1.2	
02/16/2024	02:34:20	2.6	1.2	2.7	1.2	2.6	1.2	
02/16/2024	02:24:20	2.6	1.2	2.7	1.2	2.6	1.2	
02/16/2024	02:14:20	2.6	1.2	2.7	1.2	2.6	1.2	
02/16/2024	02:04:20	2.6	1.2	2.7	1.2	2.6	1.2	
02/16/2024	01:54:20	2.6	1.2	2.7	1.2	2.6	1.2	
02/16/2024	01:44:20	2.7	1.2	2.7	1.2	2.6	1.2	
02/16/2024	01:34:20	2.6	1.2	2.7	1.2	2.6	1.2	
02/16/2024	01:24:20	2.6	1.2	2.7	1.2	2.6	1.2	
02/16/2024	01:14:20	2.6	1.2	2.7	1.3	2.6	1.2	
02/16/2024	01:04:20	2.6	1.2	2.7	1.2	2.6	1.2	
02/16/2024	00:54:20	2.6	1.2	2.7	1.2	2.6	1.2	
02/16/2024	00:44:20	2.6	1.2	2.7	1.2	2.6	1.2	
02/16/2024	00:34:20	2.6	1.2	2.7	1.2	2.6	1.2	
02/16/2024	00:24:20	2.6	1.2	2.6	1.3	2.6	1.2	
02/16/2024	00:14:20	2.6	1.2	2.6	1.3	2.6	1.2	
02/16/2024	00:04:20	2.6	1.2	2.6	1.2	2.6	1.2	
02/15/2024	23:54:20	2.6	1.2	2.6	1.3	2.6	1.2	
02/15/2024	23:44:20	2.6	1.2	2.6	1.2	2.6	1.2	
02/15/2024	23:34:20	2.6	1.2	2.6	1.2	2.6	1.2	
02/15/2024	23:24:20	2.6	1.2	2.6	1.3	2.6	1.2	
02/15/2024	23:14:20	2.6	1.2	2.6	1.2	2.6	1.2	
02/15/2024	23:04:20	2.6	1.2	2.6	1.2	2.6	1.2	
02/15/2024	22:54:20	2.6	1.2	2.6	1.2	2.6	1.2	
02/15/2024	22:44:20	2.6	1.2	2.6	1.3	2.6	1.2	
02/15/2024	22:34:20	2.6	1.2	2.6	1.2	2.6	1.2	
02/15/2024	22:24:20	2.6	1.2	2.6	1.3	2.6	1.2	
02/15/2024	22:14:20	2.6	1.2	2.6	1.3	2.6	1.2	
02/15/2024	22:04:20	2.6	1.2	2.6	1.2	2.6	1.2	
02/15/2024	21:54:20	2.6	1.2	2.6	1.2	2.6	1.2	
02/15/2024	21:44:20	2.6	1.2	2.6	1.2	2.6	1.2	
02/15/2024	21:34:20	2.6	1.2	2.6	1.2	2.6	1.2	
02/15/2024	21:24:20	2.6	1.2	2.6	1.3	2.6	1.2	
02/15/2024	21:14:19	2.6	1.2	2.6	1.2	2.6	1.2	
02/15/2024	21:04:19	2.6	1.2	2.6	1.2	2.6	1.2	
02/15/2024	20:54:19	2.6	1.2	2.6	1.2	2.6	1.2	
02/15/2024	20:44:19	2.6	1.2	2.6	1.2	2.6	1.2	
02/15/2024	20:34:19	2.6	1.2	2.6	1.2	2.6	1.2	
02/15/2024	20:24:19	2.6	1.2	2.6	1.2	2.6	1.2	
02/15/2024	20:14:19	2.6	1.2	2.6	1.2	2.6	1.2	
02/15/2024	20:04:19	2.6	1.2	2.6	1.2	2.6	1.2	
02/15/2024	19:54:19	2.6	1.2	2.6	1.2	2.6	1.2	
02/15/2024	19:44:19	2.6	1.2	2.6	1.2	2.6	1.2	
02/15/2024	19:34:19	2.6	1.2	2.6	1.2	2.6	1.2	
02/15/2024	19:24:19	2.6	1.2	2.6	1.2	2.6	1.2	
02/15/2024	19:14:19	2.6	1.2	2.6	1.2	2.6	1.2	
02/15/2024	19:04:19	2.6	1.2	2.6	1.2	2.6	1.2	
02/15/2024	18:54:19	2.6	1.2	2.6	1.2	2.6	1.2	
02/15/2024	18:44:19	2.6	1.2	2.6	1.2	2.6	1.2	
02/15/2024	18:34:19	2.6	1.2	2.7	1.2	2.6	1.2	
02/15/2024	18:24:19	2.6	1.2	2.7	1.2	2.6	1.2	
02/15/2024	18:14:19	2.7	1.2	2.7	1.2	2.6	1.2	
02/15/2024	18:04:19	2.6	1.2	2.7	1.2	2.6	1.2	
02/15/2024	17:54:19	2.6	1.2	2.7	1.2	2.6	1.2	
02/15/2024	17:44:19	2.6	1.2	2.6	1.2	2.6	1.2	
02/15/2024	17:34:19	2.6	1.2	2.6	1.2	2.6	1.2	
02/15/2024	17:24:19	2.6	1.2	2.6	1.2	2.6	1.2	
02/15/2024	17:14:19	2.6	1.2	2.6	1.3	2.6	1.2	
02/15/2024	17:04:19	2.6	1.2	2.6	1.2	2.6	1.2	
02/15/2024	16:54:19	2.6	1.2	2.6	1.2	2.6	1.2	
02/15/2024	16:44:19	2.6	1.2	2.6	1.2	2.6	1.2	
02/15/2024	16:34:19	2.6	1.2	2.6	1.2	2.6	1.2	
02/15/2024	16:24:19	2.6	1.2	2.6	1.2	2.6	1.2	
02/15/2024	16:14:19	2.6	1.2	2.6	1.2	2.6	1.2	
02/15/2024	16:04:19	2.6	1.2	2.6	1.2	2.6	1.2	
02/15/2024	15:54:19	2.6	1.2	2.6	1.2	2.6	1.2	
02/15/2024	15:44:19	2.6	1.2	2.6	1.3	2.6	1.2	
02/15/2024	15:34:19	2.6	1.2	2.6	1.2	2.6	1.2	
02/15/2024	15:24:19	2.6	1.2	2.6	1.3	2.6	1.2	
02/15/2024	15:14:19	2.6	1.2	2.6	1.3	2.6	1.2	
02/15/2024	15:04:19	2.6	1.2	2.6	1.2	2.6	1.2	
02/15/2024	14:54:19	2.6	1.2	2.6	1.2	2.6	1.2	
02/15/2024	14:44:19	2.6	1.2	2.6	1.2	2.6	1.2	
02/15/2024	14:34:19	2.6	1.2	2.7	1.2	2.6	1.2	
02/15/2024	14:24:19	2.6	1.2	2.6	1.2	2.6	1.2	
02/15/2024	14:14:19	2.6	1.2	2.6	1.2	2.6	1.2	
02/15/2024	14:04:19	2.6	1.2	2.6	1.2	2.6	1.2	
02/15/2024	13:54:19	2.6	1.2	2.6	1.2	2.6	1.2	
02/15/2024	13:44:19	2.6	1.2	2.6	1.2	2.6	1.2	
02/15/2024	13:34:19	2.6	1.2	2.7	1.2	2.6	1.2	
02/15/2024	13:24:19	2.6	1.2	2.6	1.2	2.6	1.2	
02/15/2024	13:14:19	2.6	1.2	2.6	1.2	2.6	1.2	
02/15/2024	13:04:19	2.6	1.2	2.6	1.2	2.6	1.2	
02/15/2024	12:54:19	2.6	1.2	2.6	1.2	2.6	1.2	
02/15/2024	12:44:19	2.6	1.2	2.6	1.2	2.6	1.2	
02/15/2024	12:34:19	2.6	1.2	2.6	1.2	2.6	1.2	
02/15/2024	12:24:19	2.6	1.2	2.7	1.2	2.6	1.2	
02/15/2024	12:14:19	2.6	1.2	2.7	1.2	2.6	1.2	
02/15/2024	12:04:19	2.7	1.2	2.7	1.2	2.6	1.2	
02/15/2024	11:54:19	2.6	1.2	2.7	1.3	2.6	1.2	
02/15/2024	11:44:19	2.7	1.2	2.7	1.2	2.6	1.2	
02/15/2024	11:34:19	2.7	1.2	2.7	1.2	2.6	1.2	
02/15/2024	11:24:19	2.6	1.2	2.7	1.2	2.6	1.2	
02/15/2024	11:14:18	2.6	1.2	2.8	1.2	2.6	1.2	
02/15/2024	11:04:18	2.7	1.2	2.8	1.2	2.7	1.2	
02/15/2024	10:54:18	2.7	1.2	2.8	1.2	2.7	1.2	
02/15/2024	10:44:18	2.7	1.2	2.8	1.2	2.7	1.2	
02/15/2024	10:34:18	2.7	1.2	2.7	1.2	2.7	1.2	
02/15/2024	10:24:18	2.7	1.2	2.7	1.3	2.7	1.2	
02/15/2024	10:14:18	2.7	1.2	2.8	1.2	2.7	1.2	
02/15/2024	10:04:18	2.7	1.2	2.8	1.2	2.7	1.2	
02/15/2024	09:54:18	2.7	1.2	2.7	1.3	2.7	1.2	
02/15/2024	09:44:18	2.7	1.2	2.8	1.3	2.7	1.2	
02/15/2024	09:34:18	2.7	1.2	2.8	1.2	2.7	1.2	
02/15/2024	09:24:18	2.7	1.2	2.7	1.3	2.7	1.2	
02/15/2024	09:14:18	2.7	1.2	2.8	1.2	2.7	1.2	
02/15/2024	09:04:18	2.7	1.2	2.8	1.2	2.7	1.2	
02/15/2024	08:54:18	2.7	1.2	2.7	1.2	2.7	1.2	
02/15/2024	08:44:18	2.7	1.2	2.8	1.3	2.6	1.2	
02/15/2024	08:34:18	2.7	1.2	2.8	1.2	2.7	1.2	
02/15/2024	08:24:18	2.7	1.2	2.8	1.2	2.7	1.2	
02/15/2024	08:14:18	2.7	1.2	2.8	1.2	2.7	1.2	
02/15/2024	08:04:18	2.7	1.2	2.7	1.2	2.7	1.2	
02/15/2024	07:54:18	2.7	1.2	2.7	1.2	2.7	1.2	
02/15/2024	07:44:18	2.7	1.2	2.8	1.2	2.7	1.2	
02/15/2024	07:34:18	2.7	1.2	2.7	1.2	2.6	1.2	
02/15/2024	07:24:18	2.7	1.2	2.7	1.2	2.7	1.2	
02/15/2024	07:14:18	2.7	1.2	2.7	1.2	2.7	1.2	
02/15/2024	07:04:18	2.7	1.2	2.7	1.2	2.7	1.2	
02/15/2024	06:54:18	2.7	1.2	2.8	1.2	2.7	1.2	
02/15/2024	06:44:18	2.7	1.2	2.7	1.2	2.7	1.2	
02/15/2024	06:34:18	2.7	1.2	2.7	1.2	2.7	1.2	
02/15/2024	06:24:18	2.7	1.2	2.7	1.2	2.7	1.2	
02/15/2024	06:14:18	2.7	1.2	2.7	1.2	2.7	1.2	
02/15/2024	06:04:18	2.7	1.2	2.8	1.2	2.7	1.2	
02/15/2024	05:54:18	2.7	1.2	2.7	1.2	2.7	1.2	
02/15/2024	05:44:18	2.7	1.2	2.8	1.2	2.7	1.2	
02/15/2024	05:34:18	2.7	1.2	2.7	1.2	2.7	1.2	
02/15/2024	05:24:18	2.7	1.2	2.8	1.2	2.7	1.2	
02/15/2024	05:14:18	2.8	1.2	2.8	1.2	2.7	1.2	
02/15/2024	05:04:18	2.7	1.2	2.7	1.2	2.6	1.2	
02/15/2024	04:54:18	2.7	1.2	2.7	1.2	2.7	1.2	
02/15/2024	04:44:18	2.7	1.2	2.7	1.2	2.6	1.2	
02/15/2024	04:34:18	2.7	1.2	2.7	1.2	2.6	1.2	
02/15/2024	04:24:18	2.7	1.2	2.7	1.2	2.7	1.2	
02/15/2024	04:14:18	2.7	1.2	2.7	1.2	2.6	1.2	
02/15/2024	04:04:18	2.7	1.2	2.8	1.2	2.6	1.2	
02/15/2024	03:54:18	2.7	1.2	2.7	1.3	2.6	1.2	
02/15/2024	03:44:18	2.7	1.2	2.8	1.2	2.6	1.2	
02/15/2024	03:34:18	2.7	1.2	2.7	1.2	2.7	1.2	
02/15/2024	03:24:18	2.7	1.2	2.8	1.2	2.7	1.2	
02/15/2024	03:14:18	2.7	1.2	2.7	1.3	2.6	1.2	
02/15/2024	03:04:18	2.7	1.2	2.7	1.2	2.6	1.2	
02/15/2024	02:54:18	2.7	1.2	2.7	1.2	2.6	1.2	
02/15/2024	02:44:18	2.6	1.2	2.7	1.3	2.6	1.2	
02/15/2024	02:34:18	2.6	1.2	2.7	1.2	2.6	1.2	
02/15/2024	02:24:18	2.7	1.2	2.7	1.2	2.6	1.2	
02/15/2024	02:14:18	2.6	1.2	2.7	1.3	2.6	1.2	
02/15/2024	02:04:18	2.6	1.2	2.7	1.2	2.6	1.2	
02/15/2024	01:54:18	2.7	1.2	2.7	1.3	2.6	1.2	
02/15/2024	01:44:18	2.6	1.2	2.7	1.3	2.6	1.2	
02/15/2024	01:34:18	2.6	1.2	2.7	1.2	2.6	1.2	
02/15/2024	01:24:18	2.6	1.2	2.7	1.2	2.6	1.2	
02/15/2024	01:14:18	2.6	1.2	2.7	1.2	2.6	1.2	
02/15/2024	01:04:17	2.6	1.2	2.7	1.2	2.6	1.2	
02/15/2024	00:54:17	2.6	1.2	2.7	1.2	2.6	1.2	
02/15/2024	00:44:17	2.6	1.2	2.7	1.2	2.6	1.2	
02/15/2024	00:34:17	2.6	1.2	2.7	1.2	2.6	1.2	
02/15/2024	00:24:17	2.6	1.2	2.6	1.2	2.6	1.2	
02/15/2024	00:14:17	2.6	1.2	2.6	1.2	2.6	1.2	
02/15/2024	00:04:17	2.6	1.2	2.6	1.2	2.6	1.2	
02/14/2024	23:54:17	2.6	1.2	2.6	1.2	2.6	1.2	
02/14/2024	23:44:17	2.6	1.2	2.6	1.2	2.6	1.2	
02/14/2024	23:34:17	2.6	1.2	2.6	1.2	2.6	1.2	
02/14/2024	23:24:17	2.6	1.2	2.6	1.2	2.6	1.2	
02/14/2024	23:14:17	2.6	1.2	2.6	1.2	2.6	1.2	
02/14/2024	23:04:17	2.6	1.2	2.6	1.2	2.6	1.2	
02/14/2024	22:54:17	2.6	1.2	2.6	1.2	2.6	1.2	
02/14/2024	22:44:17	2.6	1.2	2.6	1.2	2.6	1.2	
02/14/2024	22:34:17	2.6	1.2	2.6	1.2	2.6	1.2	
02/14/2024	22:24:17	2.6	1.2	2.6	1.2	2.6	1.2	
02/14/2024	22:14:17	2.6	1.2	2.6	1.2	2.6	1.2	
02/14/2024	22:04:17	2.6	1.2	2.6	1.2	2.6	1.2	
02/14/2024	21:54:17	2.6	1.2	2.6	1.2	2.6	1.2	
02/14/2024	21:44:17	2.6	1.2	2.6	1.3	2.6	1.2	
02/14/2024	21:34:17	2.6	1.2	2.6	1.2	2.6	1.2	
02/14/2024	21:24:17	2.6	1.2	2.6	1.2	2.6	1.2	
02/14/2024	21:14:17	2.6	1.2	2.6	1.3	2.6	1.2	
02/14/2024	21:04:17	2.6	1.2	2.6	1.2	2.6	1.2	
02/14/2024	20:54:17	2.6	1.2	2.6	1.2	2.6	1.2	
02/14/2024	20:44:17	2.6	1.2	2.6	1.2	2.6	1.2	
02/14/2024	20:34:17	2.6	1.2	2.6	1.2	2.6	1.2	
02/14/2024	20:24:17	2.6	1.2	2.6	1.2	2.6	1.2	
02/14/2024	20:14:17	2.6	1.2	2.6	1.2	2.6	1.2	
02/14/2024	20:04:17	2.6	1.2	2.6	1.2	2.6	1.2	
02/14/2024	19:54:17	2.6	1.2	2.6	1.3	2.6	1.2	
02/14/2024	19:44:17	2.6	1.2	2.6	1.3	2.6	1.2	
02/14/2024	19:34:17	2.6	1.2	2.6	1.2	2.6	1.2	
02/14/2024	19:24:17	2.6	1.2	2.6	1.3	2.6	1.2	
02/14/2024	19:14:17	2.6	1.2	2.6	1.2	2.6	1.2	
02/14/2024	19:04:17	2.6	1.2	2.6	1.2	2.6	1.2	
02/14/2024	18:54:17	2.6	1.2	2.6	1.2	2.6	1.2	
02/14/2024	18:44:17	2.6	1.2	2.6	1.2	2.6	1.2	
02/14/2024	18:34:17	2.6	1.2	2.7	1.2	2.6	1.2	
02/14/2024	18:24:17	2.6	1.2	2.7	1.2	2.6	1.2	
02/14/2024	18:14:17	2.6	1.2	2.6	1.3	2.6	1.2	
02/14/2024	18:04:17	2.6	1.2	2.7	1.2	2.6	1.2	
02/14/2024	17:54:17	2.6	1.2	2.6	1.2	2.6	1.2	
02/14/2024	17:44:17	2.6	1.2	2.6	1.2	2.6	1.2	
02/14/2024	17:34:17	2.6	1.2	2.6	1.2	2.6	1.2	
02/14/2024	17:24:17	2.6	1.2	2.6	1.2	2.6	1.2	
02/14/2024	17:14:17	2.6	1.2	2.6	1.2	2.6	1.2	
02/14/2024	17:04:17	2.6	1.2	2.6	1.2	2.6	1.2	
02/14/2024	16:54:17	2.6	1.2	2.6	1.2	2.6	1.2	
02/14/2024	16:44:17	2.6	1.2	2.6	1.2	2.6	1.2	
02/14/2024	16:34:17	2.6	1.2	2.6	1.2	2.6	1.2	
02/14/2024	16:24:17	2.6	1.2	2.6	1.2	2.6	1.2	
02/14/2024	16:14:17	2.6	1.2	2.6	1.2	2.6	1.2	
02/14/2024	16:04:17	2.6	1.2	2.6	1.2	2.6	1.2	
02/14/2024	15:54:17	2.6	1.2	2.6	1.2	2.6	1.2	
02/14/2024	15:44:17	2.6	1.2	2.6	1.2	2.6	1.2	
02/14/2024	15:34:17	2.6	1.2	2.6	1.2	2.6	1.2	
02/14/2024	15:24:17	2.6	1.2	2.6	1.2	2.6	1.2	
02/14/2024	15:14:17	2.6	1.2	2.6	1.2	2.6	1.2	
02/14/2024	15:04:16	2.6	1.2	2.6	1.2	2.6	1.2	
02/14/2024	14:54:16	2.6	1.2	2.6	1.2	2.6	1.2	
02/14/2024	14:44:16	2.6	1.2	2.6	1.2	2.6	1.2	
02/14/2024	14:34:16	2.6	1.2	2.6	1.2	2.6	1.2	
02/14/2024	14:24:16	2.6	1.2	2.6	1.2	2.6	1.2	
02/14/2024	14:14:16	2.6	1.2	2.6	1.2	2.6	1.2	
02/14/2024	14:04:16	2.6	1.2	2.6	1.2	2.6	1.2	
02/14/2024	13:54:16	2.6	1.2	2.6	1.2	2.6	1.2	
